"ExperimentID","SiteID","PondID","StrainID","Date","pH","Temp.avg (C)","Temp.max (C)","Temp.min (C)","Cond (mS.cm)","DO (mg.L)","DO (%sat)","Sal (g.L)","PAR (umol.m2.s)"
"OCT222014","CELL","P4","LRB-AZ-1201","10-24-2014",7.49,26.78,32.29,22.62,3319.13,9.81,125.13,1.73,
"OCT222014","CELL","P5","LRB-AZ-1201","10-24-2014",7.28,26.09,31.82,21.64,3314.79,10.16,128.28,1.73,
"OCT222014","CELL","P6","LRB-AZ-1201","10-24-2014",7.74,26.03,31.97,21.75,3333.2,9.94,125.5,1.74,
"OCT222014","CELL","P1","LRB-AZ-1201","10-25-2014",7.86,25.41,30.74,21.36,2627.11,12.03,149.45,1.35,
"OCT222014","CELL","P2","LRB-AZ-1201","10-25-2014",7.85,25.41,30.85,21.33,3351.41,11.86,147.63,1.75,
"OCT222014","CELL","P3","LRB-AZ-1201","10-25-2014",7.86,25.26,30.75,21.23,3703.4,11.76,146.04,1.95,
"OCT222014","CELL","P4","LRB-AZ-1201","10-25-2014",6.41,26.67,32.23,22.44,3419.41,10.06,128.3,1.79,
"OCT222014","CELL","P5","LRB-AZ-1201","10-25-2014",7.85,25.88,31.45,21.49,3420.2,10.46,131.74,1.79,
"OCT222014","CELL","P6","LRB-AZ-1201","10-25-2014",7.73,25.9,31.48,21.6,3431.95,10.43,131.47,1.79,
"OCT222014","CELL","P1","LRB-AZ-1201","10-26-2014",7.87,24.95,27.58,22.33,2680.31,11.64,142.84,1.38,
"OCT222014","CELL","P2","LRB-AZ-1201","10-26-2014",7.87,24.88,27.56,22.22,3426.18,11.58,142.19,1.79,
"OCT222014","CELL","P3","LRB-AZ-1201","10-26-2014",7.88,24.72,27.44,22.09,3777.97,11.65,142.76,1.99,
"OCT222014","CELL","P4","LRB-AZ-1201","10-26-2014",5.75,26.17,29.1,23.44,3474.06,9.17,115.47,1.82,
"OCT222014","CELL","P5","LRB-AZ-1201","10-26-2014",7.86,25.52,29.01,22.52,3482.15,9.98,124.33,1.82,
"OCT222014","CELL","P6","LRB-AZ-1201","10-26-2014",7.78,25.52,28.75,22.75,3490.46,9.85,122.67,1.83,
"OCT222014","CELL","P1","LRB-AZ-1201","10-27-2014",7.86,25.38,29.87,22,2625.8,11.19,138.69,1.35,
"OCT222014","CELL","P2","LRB-AZ-1201","10-27-2014",7.87,25.4,30.15,21.96,3336.59,11.03,137.03,1.74,
"OCT222014","CELL","P3","LRB-AZ-1201","10-27-2014",7.88,25.36,30.34,21.87,3680.42,11.21,139.29,1.93,
"OCT222014","CELL","P4","LRB-AZ-1201","10-27-2014",7.11,26.62,31.6,22.98,3364.14,9.95,127,1.76,
"OCT222014","CELL","P5","LRB-AZ-1201","10-27-2014",7.87,25.88,31.18,22.05,3347.41,9.87,124.14,1.75,
"OCT222014","CELL","P6","LRB-AZ-1201","10-27-2014",7.73,25.84,30.7,22.27,3130.49,9.69,121.6,1.63,
"OCT222014","CELL","P1","LRB-AZ-1201","10-28-2014",7.91,25,30.09,21.15,2637.45,11.35,139.6,1.36,
"OCT222014","CELL","P2","LRB-AZ-1201","10-28-2014",7.91,25.06,30.13,21.15,3292.13,11.06,136.27,1.72,
"OCT222014","CELL","P3","LRB-AZ-1201","10-28-2014",7.92,24.95,29.93,21.08,3675.83,11.38,140.02,1.93,
"OCT222014","CELL","P4","LRB-AZ-1201","10-28-2014",8.1,26.12,31.26,21.93,3382.1,10.41,131.28,1.77,
"OCT222014","CELL","P5","LRB-AZ-1201","10-28-2014",7.93,25.37,30.87,20.95,3354.28,9.88,122.87,1.75,
"OCT222014","CELL","P6","LRB-AZ-1201","10-28-2014",7.75,25.34,30.76,21.08,2674.96,9.61,119.25,1.38,
"OCT222014","CELL","P1","LRB-AZ-1201","10-29-2014",7.94,25.32,30.19,21.59,2654.68,11.11,137.43,1.37,
"OCT222014","CELL","P2","LRB-AZ-1201","10-29-2014",7.94,25.32,30.21,21.58,3339.1,10.8,133.76,1.74,
"OCT222014","CELL","P3","LRB-AZ-1201","10-29-2014",7.95,25.24,29.91,21.49,3683.41,11.37,140.64,1.94,
"OCT222014","CELL","P4","LRB-AZ-1201","10-29-2014",8.2,26.67,31.6,22.55,3401.53,10.27,130.68,1.78,
"OCT222014","CELL","P5","LRB-AZ-1201","10-29-2014",7.95,25.82,30.5,21.57,3383.38,9.76,122.31,1.77,
"OCT222014","CELL","P6","LRB-AZ-1201","10-29-2014",7.82,25.66,30.26,21.74,2763.18,9.48,118.25,1.43,
"OCT222014","CELL","P1","LRB-AZ-1201","10-30-2014",7.91,25.29,29.75,21.85,2675.68,10.62,131.24,1.38,
"OCT222014","CELL","P2","LRB-AZ-1201","10-30-2014",7.94,25.34,29.79,21.83,3359.63,10.26,127.05,1.76,
"OCT222014","CELL","P3","LRB-AZ-1201","10-30-2014",7.96,25.29,29.58,21.78,3699.72,11.12,137.55,1.95,502.59
"OCT222014","CELL","P4","LRB-AZ-1201","10-30-2014",8.23,26.61,31.16,22.94,3414.24,9.79,124.23,1.78,
"OCT222014","CELL","P5","LRB-AZ-1201","10-30-2014",7.95,25.61,30.09,21.96,3408.31,9.5,118.42,1.78,
"OCT222014","CELL","P6","LRB-AZ-1201","10-30-2014",7.88,25.48,30.03,22.03,3422.22,9.28,115.51,1.79,
"OCT222014","CELL","P1","LRB-AZ-1201","10-31-2014",7.83,25.74,30.14,22.26,2692.7,9.05,112.8,1.39,
"OCT222014","CELL","P2","LRB-AZ-1201","10-31-2014",7.96,25.76,30.19,22.3,3385.16,10.16,126.95,1.77,
"OCT222014","CELL","P3","LRB-AZ-1201","10-31-2014",7.97,25.66,30.03,22.25,3707.93,10.8,134.6,1.95,414.59
"OCT222014","CELL","P4","LRB-AZ-1201","10-31-2014",7.97,26.9,31.55,23.18,3461.08,9.75,124.8,1.81,
"OCT222014","CELL","P5","LRB-AZ-1201","10-31-2014",7.98,25.88,30.55,22.14,3435.85,9.41,117.94,1.8,
"OCT222014","CELL","P6","LRB-AZ-1201","10-31-2014",7.8,25.89,30.67,22.26,3450.21,9.17,115.14,1.8,
"OCT222014","CELL","P1","LRB-AZ-1201","11-01-2014",7.68,24.96,28.18,21.96,2763.99,5.5,67.13,1.43,
"OCT222014","CELL","P2","LRB-AZ-1201","11-01-2014",7.96,24.91,28.19,21.92,3456.18,10.19,125.1,1.81,
"OCT222014","CELL","P3","LRB-AZ-1201","11-01-2014",7.95,24.79,28.09,21.83,3751.75,10.62,130.19,1.98,279.1
"OCT222014","CELL","P4","LRB-AZ-1201","11-01-2014",7.83,25.9,29.33,22.87,3534.9,9.91,124.28,1.85,
"OCT222014","CELL","P5","LRB-AZ-1201","11-01-2014",7.98,24.89,28.68,21.81,3504.05,9.19,113.01,1.84,
"OCT222014","CELL","P6","LRB-AZ-1201","11-01-2014",7.78,24.99,28.87,21.93,3517.99,8.4,103.63,1.84,
"OCT222014","CELL","P1","LRB-AZ-1201","11-02-2014",7.82,25.31,28.78,23.33,2694.59,7.01,86.35,1.39,
"OCT222014","CELL","P2","LRB-AZ-1201","11-02-2014",7.97,25.29,28.74,23.24,3336.83,9.87,121.81,1.74,
"OCT222014","CELL","P3","LRB-AZ-1201","11-02-2014",7.88,25.27,28.75,23.14,3587.21,8.99,110.9,1.88,270.62
"OCT222014","CELL","P4","LRB-AZ-1201","11-02-2014",7.84,26.32,30,24.13,3411.97,9.81,123.65,1.78,
"OCT222014","CELL","P5","LRB-AZ-1201","11-02-2014",7.99,25.37,29.33,23.1,3376.94,9.1,112.67,1.77,
"OCT222014","CELL","P6","LRB-AZ-1201","11-02-2014",7.67,25.44,29.39,23.26,3408,5.61,69.34,1.78,
"OCT222014","CELL","P1","LRB-AZ-1201","11-03-2014",7.86,26.29,29.74,23.51,2810.72,8.49,106.91,1.45,
"OCT222014","CELL","P2","LRB-AZ-1201","11-03-2014",7.92,26.31,29.7,23.51,3059.08,9.57,120.54,1.59,
"OCT222014","CELL","P3","LRB-AZ-1201","11-03-2014",7.74,26.35,30.01,23.46,3185.13,8.27,105.15,1.66,393.82
"OCT222014","CELL","P4","LRB-AZ-1201","11-03-2014",7.79,27.61,31.61,24.41,3265.6,9.53,123.14,1.7,
"OCT222014","CELL","P5","LRB-AZ-1201","11-03-2014",7.97,26.68,31.08,23.37,3247.92,8.83,112.22,1.69,
"OCT222014","CELL","P6","LRB-AZ-1201","11-03-2014",7.61,26.53,30.59,23.51,3013.9,5.89,75.18,1.56,
"OCT222014","CELL","P1","LRB-AZ-1201","11-04-2014",7.75,26.71,31.74,22.82,2714.9,9.54,121.59,1.4,
"OCT222014","CELL","P2","LRB-AZ-1201","11-04-2014",7.84,26.64,31.64,22.8,2696.25,9.45,119.48,1.39,
"OCT222014","CELL","P3","LRB-AZ-1201","11-04-2014",7.72,26.53,31.39,22.62,2472.1,10,126.82,1.27,429.99
"OCT222014","CELL","P4","LRB-AZ-1201","11-04-2014",7.73,27.94,33.27,23.7,2768.97,9.46,122.92,1.43,
"OCT222014","CELL","P5","LRB-AZ-1201","11-04-2014",7.93,26.87,32.24,22.6,2795.35,9.03,115.2,1.44,
"OCT222014","CELL","P6","LRB-AZ-1201","11-04-2014",7.64,26.81,31.89,22.76,2357.24,9.25,118.48,1.21,
"OCT222014","CELL","P1","LRB-AZ-1201","11-05-2014",7.83,26.04,30.02,22.45,2955.94,10.38,130.92,1.53,
"OCT222014","CELL","P2","LRB-AZ-1201","11-05-2014",7.87,25.48,29.33,22.42,2609.32,9.98,123.52,1.34,
"OCT222014","CELL","P3","LRB-AZ-1201","11-05-2014",7.83,25.43,29.32,22.34,2224.15,10.82,134.19,1.14,426.85
"OCT222014","CELL","P4","LRB-AZ-1201","11-05-2014",7.73,27.3,31.71,23.38,2455.33,9.69,124.6,1.26,
"OCT222014","CELL","P5","LRB-AZ-1201","11-05-2014",7.98,26.74,31.8,22.46,2402.05,9.28,117.99,1.23,
"OCT222014","CELL","P6","LRB-AZ-1201","11-05-2014",7.74,26.15,30.61,22.7,2112.78,11.19,141.1,1.08,
"OCT222014","CELL","P1","LRB-AZ-1201","11-06-2014",7.89,25.3,30.31,21.29,3132.22,11.09,137.8,1.63,
"OCT222014","CELL","P2","LRB-AZ-1201","11-06-2014",7.9,25.22,30.27,21.31,2673.44,10.17,125.36,1.38,
"OCT222014","CELL","P3","LRB-AZ-1201","11-06-2014",7.87,25.06,30.15,21.32,2272.29,11.22,138.41,1.16,413.95
"OCT222014","CELL","P4","LRB-AZ-1201","11-06-2014",7.7,26.53,32.06,22.25,2445.22,9.9,125.42,1.25,
"OCT222014","CELL","P5","LRB-AZ-1201","11-06-2014",7.99,25.68,31.14,21.47,2406.11,9.45,117.66,1.23,
"OCT222014","CELL","P6","LRB-AZ-1201","11-06-2014",7.86,25.58,30.73,21.75,2158.31,11.14,139.13,1.1,
"OCT222014","CELL","P1","LRB-AZ-1201","11-07-2014",7.93,26.29,31.24,22.02,3253.18,11.67,148.6,1.69,
"OCT222014","CELL","P2","LRB-AZ-1201","11-07-2014",7.85,22.9,23.99,22.03,2691.68,8.22,96.28,1.39,
"OCT222014","CELL","P3","LRB-AZ-1201","11-07-2014",7.79,22.74,23.72,21.95,2301.69,8.2,95.7,1.18,35.94
"OCT222014","CELL","P4","LRB-AZ-1201","11-07-2014",7.65,27.37,32.89,22.87,2380.18,10.77,139.49,1.22,
"OCT222014","CELL","P5","LRB-AZ-1201","11-07-2014",7.98,26.3,31.63,21.89,2106.55,10.24,129.68,1.07,
"OCT222014","CELL","P6","LRB-AZ-1201","11-07-2014",7.91,25.62,30.45,22.15,2399.65,11.63,145.49,1.23,
"OCT222014","CELL","P1","LRB-AZ-1201","11-08-2014",7.89,24.69,27.4,22.01,3210.44,11.56,141.75,1.68,
"OCT222014","CELL","P4","LRB-AZ-1201","11-08-2014",7.5,25.7,28.35,22.98,2235.83,10.37,129,1.14,
"OCT222014","CELL","P5","LRB-AZ-1201","11-08-2014",7.94,24.7,27.34,22.01,1769.85,10.07,122.78,0.89,
"OCT222014","CELL","P6","LRB-AZ-1201","11-08-2014",7.95,24.62,26.95,22.14,2484.53,11.46,139.87,1.28,
"OCT222014","CELL","P1","LRB-AZ-1201","11-09-2014",7.91,24.31,29.33,20.64,3235.71,11.28,137.27,1.69,
"OCT222014","CELL","P4","LRB-AZ-1201","11-09-2014",7.66,25.28,30.71,21.45,2251.15,10.02,124.18,1.15,
"OCT222014","CELL","P5","LRB-AZ-1201","11-09-2014",7.94,24.31,29.66,20.53,1779.53,9.4,113.91,0.9,
"OCT222014","CELL","P6","LRB-AZ-1201","11-09-2014",7.95,24.19,29.16,20.68,2502.44,10.41,126.35,1.29,
"OCT222014","CELL","P1","LRB-AZ-1201","11-10-2014",7.83,25.36,31.28,21.24,3390.7,10.47,130.6,1.77,
"OCT222014","CELL","P2","LRB-AZ-1201","11-10-2014",7.84,26.79,30.88,22.92,2155.28,10.72,136.32,1.1,
"OCT222014","CELL","P3","LRB-AZ-1201","11-10-2014",7.85,26.28,30.51,22.57,1804.34,10.61,133.45,0.91,550.04
"OCT222014","CELL","P4","LRB-AZ-1201","11-10-2014",7.66,26.31,32.82,21.97,2334.4,10.04,127.77,1.19,
"OCT222014","CELL","P5","LRB-AZ-1201","11-10-2014",7.87,25.33,31.74,21.09,1949.85,8.16,100.96,0.99,
"OCT222014","CELL","P6","LRB-AZ-1201","11-10-2014",7.9,25.31,31.63,21.29,2273.84,10.09,125.58,1.16,
"OCT222014","CELL","P1","LRB-AZ-1201","11-11-2014",7.89,24.65,29.76,20.6,3502.73,9.61,117.62,1.84,
"OCT222014","CELL","P2","LRB-AZ-1201","11-11-2014",7.75,24.57,29.86,20.51,2193.71,10.86,132.88,1.12,
"OCT222014","CELL","P3","LRB-AZ-1201","11-11-2014",7.78,24.23,29.5,20.31,1830.95,11.22,136.06,0.93,396.12
"OCT222014","CELL","P4","LRB-AZ-1201","11-11-2014",7.75,25.8,31.32,21.55,2382.18,10.24,128.51,1.22,
"OCT222014","CELL","P5","LRB-AZ-1201","11-11-2014",7.85,24.83,30.24,20.74,2073.62,7.76,95.31,1.06,
"OCT222014","CELL","P6","LRB-AZ-1201","11-11-2014",7.83,24.7,29.91,20.78,2131.86,10.23,125.34,1.09,
"OCT222014","CELL","P1","LRB-AZ-1201","11-12-2014",7.85,24.77,27.83,22.64,3600.86,7.89,96.83,1.89,
"OCT222014","CELL","P2","LRB-AZ-1201","11-12-2014",7.79,24.63,27.79,22.58,2205.64,10.3,125.68,1.13,
"OCT222014","CELL","P3","LRB-AZ-1201","11-12-2014",7.81,24.52,27.79,22.37,1843.38,11.14,135.46,0.93,292.59
"OCT222014","CELL","P4","LRB-AZ-1201","11-12-2014",7.72,26.15,29.75,23.44,2305.05,10.04,126.41,1.18,
"OCT222014","CELL","P5","LRB-AZ-1201","11-12-2014",7.91,25.69,29.79,22.56,2114.14,8.5,106.26,1.08,
"OCT222014","CELL","P6","LRB-AZ-1201","11-12-2014",7.9,25.17,28.96,22.65,2144.32,10.18,125.42,1.09,
"OCT222014","CELL","P1","LRB-AZ-1201","11-13-2014",7.87,24.85,27.77,23.26,3664.34,6.82,83.71,1.93,
"OCT222014","CELL","P2","LRB-AZ-1201","11-13-2014",7.85,24.96,28,23.23,2209.1,9.76,119.61,1.13,
"OCT222014","CELL","P3","LRB-AZ-1201","11-13-2014",7.92,24.96,28.24,23.08,1845.11,10.45,127.87,0.93,254.21
"OCT222014","CELL","P4","LRB-AZ-1201","11-13-2014",7.71,26.09,29.41,24.25,2258.21,9.74,121.95,1.15,
"OCT222014","CELL","P5","LRB-AZ-1201","11-13-2014",7.95,25.38,28.84,23.49,2138.53,8.62,106.62,1.09,
"OCT222014","CELL","P6","LRB-AZ-1201","11-13-2014",7.88,25.21,28.41,23.5,2126.62,9.04,111.24,1.08,
"OCT222014","CELL","P1","LRB-AZ-1201","11-14-2014",7.85,25.47,29.62,22.66,3441.6,6.44,80.25,1.8,
"OCT222014","CELL","P2","LRB-AZ-1201","11-14-2014",7.91,25.37,29.56,22.7,2215.97,9.57,118.58,1.13,
"OCT222014","CELL","P3","LRB-AZ-1201","11-14-2014",7.91,25.22,29.41,22.58,1827.11,9.85,121.33,0.92,365.56
"OCT222014","CELL","P4","LRB-AZ-1201","11-14-2014",7.66,26.57,30.98,23.43,2237.82,9.77,124.08,1.14,
"OCT222014","CELL","P5","LRB-AZ-1201","11-14-2014",7.91,26.08,30.83,22.56,2112.45,8.7,109.65,1.08,
"OCT222014","CELL","P6","LRB-AZ-1201","11-14-2014",7.8,25.89,30.63,22.69,2083.61,0.91,10.89,1.06,
"OCT222014","CELL","P1","LRB-AZ-1201","11-15-2014",7.85,24.58,28.99,21.46,3372.68,7.7,94.18,1.77,
"OCT222014","CELL","P2","LRB-AZ-1201","11-15-2014",7.93,24.6,29.14,21.46,2229.85,8.64,105.23,1.14,
"OCT222014","CELL","P3","LRB-AZ-1201","11-15-2014",7.78,24.53,29.2,21.25,1803.88,8.16,98.73,0.91,358.55
"OCT222014","CELL","P4","LRB-AZ-1201","11-15-2014",7.72,25.71,30.81,22.11,2260.56,9.89,123.64,1.16,
"OCT222014","CELL","P5","LRB-AZ-1201","11-15-2014",7.94,25.17,30.77,21.21,2125.6,8.65,106.86,1.08,
"OCT222014","CELL","P6","LRB-AZ-1201","11-15-2014",7.71,25.04,30.31,21.29,2116.97,0,0,1.08,
"OCT222014","CELL","P1","LRB-AZ-1201","11-16-2014",7.86,24.48,29.97,21.03,3393.55,9.68,118.65,1.78,
"OCT222014","CELL","P2","LRB-AZ-1201","11-16-2014",7.94,24.29,29.65,21.05,2239.94,8.45,102.71,1.15,
"OCT222014","CELL","P3","LRB-AZ-1201","11-16-2014",7.87,23.98,28.86,21.05,1848.05,7.24,86.51,0.94,416.39
"OCT222014","CELL","P4","LRB-AZ-1201","11-16-2014",7.74,25.37,31,21.79,2298.11,10.12,126.24,1.18,
"OCT222014","CELL","P5","LRB-AZ-1201","11-16-2014",7.98,24.53,29.91,21.02,2124.17,8.93,109.24,1.08,
"OCT222014","CELL","P6","LRB-AZ-1201","11-16-2014",7.77,24.53,29.55,21.12,2178.45,0,0,1.11,
"OCT222014","CELL","P1","LRB-AZ-1201","11-17-2014",7.75,23.99,29.07,20.33,3326.22,8.61,104.24,1.74,
"OCT222014","CELL","P2","LRB-AZ-1201","11-17-2014",7.81,24.05,29.35,20.24,2537.24,7.29,88.28,1.31,
"OCT222014","CELL","P3","LRB-AZ-1201","11-17-2014",7.75,20.91,21.8,20.1,1897.99,7.86,88.45,0.97,34.21
"OCT222014","CELL","P4","LRB-AZ-1201","11-17-2014",7.76,25.08,30.78,21.02,2353.46,9.61,119.31,1.21,
"OCT222014","CELL","P5","LRB-AZ-1201","11-17-2014",7.93,24.43,30.76,20.23,2153.33,8.45,103.4,1.1,
"OCT222014","CELL","P6","LRB-AZ-1201","11-17-2014",7.66,21.23,22.29,20.38,2223.2,0,0,1.14,
"OCT222014","CELL","P1","LRB-AZ-1201","11-18-2014",7.72,23.02,27.18,19.85,3349.18,8.46,100.05,1.76,
"OCT222014","CELL","P2","LRB-AZ-1201","11-18-2014",7.67,23.02,27.22,19.82,2741.89,7.06,83.93,1.42,
"OCT222014","CELL","P4","LRB-AZ-1201","11-18-2014",7.89,23.98,28.43,20.75,2369.9,9.44,113.99,1.22,
"OCT222014","CELL","P5","LRB-AZ-1201","11-18-2014",7.88,23.18,27.81,19.92,2201.52,8.02,95.14,1.13,
"OCT222014","CELL","P1","LRB-AZ-1201","11-19-2014",7.51,21.42,22.27,21.04,3370.83,6.59,75.23,1.77,
"OCT222014","CELL","P2","LRB-AZ-1201","11-19-2014",7.79,23.96,27.63,21.01,2749.95,8.18,98.42,1.42,
"OCT222014","CELL","P4","LRB-AZ-1201","11-19-2014",8.03,25.31,29.6,21.79,2287.56,8.53,105.33,1.17,
"OCT222014","CELL","P5","LRB-AZ-1201","11-19-2014",7.84,24.89,29.91,20.98,2188.7,7.05,86.45,1.12,
"OCT222014","CELL","P2","LRB-AZ-1201","11-20-2014",7.81,24.16,28.43,20.31,2767.1,7.91,95.53,1.43,
"OCT222014","CELL","P4","LRB-AZ-1201","11-20-2014",7.59,25.19,29.66,20.93,2206.72,8.16,100.35,1.13,
"OCT222014","CELL","P5","LRB-AZ-1201","11-20-2014",7.83,24.55,29.22,20.04,2088.02,7.07,85.97,1.06,
"OCT222014","CELL","P2","LRB-AZ-1201","11-21-2014",7.73,21.55,23.08,20.43,2787.34,6.4,73.13,1.45,
"OCT222014","CELL","P4","LRB-AZ-1201","11-21-2014",7.52,22.47,24.09,21.3,2247.42,6.44,74.74,1.15,
"OCT222014","CELL","P5","LRB-AZ-1201","11-21-2014",7.74,21.68,23.31,20.5,2033.06,6.13,70.03,1.04,
"APR032014","CELL","P1","KA32","04-15-2014",7.75,25.47,28.29,21.96,54242.88,7.34,110.14,35.86,
"APR032014","CELL","P2","KA32","04-15-2014",7.62,25.43,28.27,21.96,53896.72,6.92,103.56,35.6,
"APR032014","CELL","P3","KA32","04-15-2014",7.57,25.51,28.37,22.08,55589.24,7.03,106.24,36.86,777.87
"APR032014","CELL","P4","KA32","04-15-2014",7.69,26.67,29.54,22.9,55004.11,6.37,97.85,36.4,
"APR032014","CELL","P5","KA32","04-15-2014",7.61,27.03,30.06,23.01,54646.18,6.63,102.32,36.12,
"APR032014","CELL","P6","KA32","04-15-2014",7.73,26.61,29.79,22.75,56004.65,6.8,104.84,37.14,
"APR032014","CELL","P1","KA32","04-16-2014",7.91,23.37,27.68,19.79,54740.05,8.21,119.72,36.27,
"APR032014","CELL","P2","KA32","04-16-2014",7.81,23.42,27.9,19.75,53511.82,7.88,114.14,35.07,
"APR032014","CELL","P3","KA32","04-16-2014",7.84,23.56,28.38,19.75,55426.99,7.38,107.84,36.78,505.98
"APR032014","CELL","P4","KA32","04-16-2014",7.89,24.3,29.22,20.35,56131.81,7.24,107.93,37.29,
"APR032014","CELL","P5","KA32","04-16-2014",7.87,24.25,29.2,20.11,55725.61,7.63,113.34,36.99,
"APR032014","CELL","P6","KA32","04-16-2014",7.9,24.02,28.57,20.27,56124.2,7.82,116.02,37.29,
"APR032014","CELL","P1","KA32","04-17-2014",7.89,24.05,29.12,19.81,54799.96,8.6,127.46,36.3,
"APR032014","CELL","P2","KA32","04-17-2014",7.85,24.09,29.17,19.92,55353.16,8.31,123.36,36.71,
"APR032014","CELL","P3","KA32","04-17-2014",7.85,24.16,29.3,19.98,55137.76,7.54,111.68,36.55,551.67
"APR032014","CELL","P4","KA32","04-17-2014",7.87,24.76,30.44,19.93,56019.1,7.5,113.13,37.19,
"APR032014","CELL","P5","KA32","04-17-2014",7.86,24.57,30.25,19.78,55654.88,7.8,116.97,36.92,
"APR032014","CELL","P6","KA32","04-17-2014",7.89,24.44,30.03,19.91,56113.38,8.11,121.75,37.27,
"APR032014","CELL","P1","KA32","04-18-2014",7.89,23.92,28.75,20.52,54894.23,8.73,129.31,36.37,
"APR032014","CELL","P2","KA32","04-18-2014",7.84,23.83,28.76,20.42,55225,8.44,124.87,36.62,
"APR032014","CELL","P3","KA32","04-18-2014",7.84,23.82,28.95,20.37,55070.09,7.96,117.57,36.51,555.39
"APR032014","CELL","P4","KA32","04-18-2014",7.86,24.8,30.5,20.88,55987.67,7.59,114.66,37.17,
"APR032014","CELL","P5","KA32","04-18-2014",7.85,24.78,31.06,20.65,56178.21,8.02,121.21,37.31,
"APR032014","CELL","P6","KA32","04-18-2014",7.89,24.64,30.36,20.81,56086.23,8.18,123.34,37.25,
"APR032014","CELL","P1","KA32","04-19-2014",7.91,23.81,28.18,20.63,54817.56,8.52,125.41,36.32,
"APR032014","CELL","P2","KA32","04-19-2014",7.86,23.79,28.32,20.56,55227.02,8.29,122.25,36.63,
"APR032014","CELL","P3","KA32","04-19-2014",7.86,23.78,28.64,20.5,56242.91,7.75,115.01,37.38,500.87
"APR032014","CELL","P4","KA32","04-19-2014",7.89,24.51,29.75,20.77,57243.36,7.19,108.68,38.12,
"APR032014","CELL","P5","KA32","04-19-2014",7.87,24.52,30.39,20.63,57644.95,7.9,119.67,38.42,
"APR032014","CELL","P6","KA32","04-19-2014",7.91,24.3,29.56,20.76,57087.06,7.57,113.98,38.01,
"APR032014","CELL","P1","KA32","04-20-2014",7.93,23.33,28.02,20.58,57063.72,8.39,123.62,38.01,
"APR032014","CELL","P2","KA32","04-20-2014",7.9,23.35,27.97,20.54,57140.44,8.25,121.5,38.07,
"APR032014","CELL","P3","KA32","04-20-2014",7.9,23.38,27.92,20.5,57661.89,7.78,114.96,38.46,380.38
"APR032014","CELL","P4","KA32","04-20-2014",7.91,24.02,29.22,20.89,58786.12,7.1,106.82,39.3,
"APR032014","CELL","P5","KA32","04-20-2014",7.9,23.82,28.64,20.69,59186.15,7.88,118.25,39.6,
"APR032014","CELL","P6","KA32","04-20-2014",7.95,23.64,28.26,20.76,58628.51,7.51,112.09,39.19,
"APR032014","CELL","P1","KA32","04-21-2014",7.97,23.68,27.67,20.39,54137.59,8.49,123.87,35.84,
"APR032014","CELL","P2","KA32","04-21-2014",7.91,23.77,27.82,20.37,54738.29,8.39,123.03,36.27,
"APR032014","CELL","P3","KA32","04-21-2014",7.9,23.84,28.18,20.34,55881.54,7.9,116.81,37.11,446.69
"APR032014","CELL","P4","KA32","04-21-2014",7.93,24.35,29.07,20.55,56614.24,7.11,106.43,37.65,
"APR032014","CELL","P5","KA32","04-21-2014",7.91,24.25,29.52,20.35,57214.43,7.85,117.7,38.11,
"APR032014","CELL","P6","KA32","04-21-2014",7.96,24.02,28.87,20.43,56806.87,7.46,111.27,37.8,
"APR032014","CELL","P1","KA32","04-22-2014",7.97,24.93,31.53,20.08,54225.4,8.55,128.42,35.85,
"APR032014","CELL","P2","KA32","04-22-2014",7.9,24.96,31.44,20.08,53927.35,8.54,127.98,35.62,
"APR032014","CELL","P3","KA32","04-22-2014",7.9,25.08,31.58,20.06,54883.28,8.1,122.34,36.33,743.12
"APR032014","CELL","P4","KA32","04-22-2014",7.93,25.75,32.77,20.29,55438.12,7.25,111.12,36.72,
"APR032014","CELL","P5","KA32","04-22-2014",7.92,25.62,32.47,20.02,56168.62,8.03,123.1,37.27,
"APR032014","CELL","P6","KA32","04-22-2014",7.96,25.34,32.35,20.09,55725.71,7.54,114.97,36.95,
"APR032014","CELL","P1","KA32","04-23-2014",7.97,24.98,31.08,20.71,53365.19,8.38,125.46,35.22,
"APR032014","CELL","P2","KA32","04-23-2014",7.9,25.1,31.13,20.68,53646.06,8.52,128.03,35.42,
"APR032014","CELL","P3","KA32","04-23-2014",7.88,25.31,31.35,20.72,54602.54,8.04,121.94,36.12,759.8
"APR032014","CELL","P4","KA32","04-23-2014",7.93,26.18,32.83,20.99,54086.11,7.17,110.01,35.76,
"APR032014","CELL","P5","KA32","04-23-2014",7.91,25.87,32.7,20.75,55716.97,7.98,122.87,36.94,
"APR032014","CELL","P6","KA32","04-23-2014",7.96,25.52,32.39,20.77,55284.39,7.4,113.14,36.62,
"APR032014","CELL","P1","KA32","04-24-2014",7.96,25.24,30.53,21.62,53964.93,8.21,123.8,35.66,
"APR032014","CELL","P2","KA32","04-24-2014",7.91,25.35,30.59,21.67,53897.55,8.45,127.46,35.6,
"APR032014","CELL","P3","KA32","04-24-2014",7.89,25.51,30.75,21.74,55190.54,7.89,120.1,36.56,716.29
"APR032014","CELL","P4","KA32","04-24-2014",7.94,26.33,31.89,22.25,54310.72,7.02,108.14,35.88,
"APR032014","CELL","P5","KA32","04-24-2014",7.92,26.08,31.59,21.92,55608.91,7.8,120.23,36.86,
"APR032014","CELL","P6","KA32","04-24-2014",7.96,25.81,31.57,21.98,55358.53,7.38,113.22,36.68,
